17,7682647;1;;R1-R2;*10^4;10000
17,3708076;657;;-0,0001488;-1,488;
17,3713684;658;;0,0005608;5,608;
17,3715076;659;;0,0001392;1,392;
17,3716201;660;;0,0001125;1,125;
17,3715801;661;;-4,00E-05;-0,4;
17,3717575;662;;0,0001774;1,774;
17,3720149;663;;0,0002574;2,574;
17,3720493;664;;3,44E-05;0,344;
17,3714141;665;;-0,0006352;-6,352;
17,3720855;666;;0,0006714;6,714;
17,3722343;667;;0,0001488;1,488;
17,3724861;668;;0,0002518;2,518;
17,3726406;669;;0,0001545;1,545;
17,3730354;670;;0,0003948;3,948;
17,3732471;671;;0,0002117;2,117;
17,3731861;672;;-6,10E-05;-0,61;
17,3731632;673;;-2,29E-05;-0,229;
17,3735084;674;;0,0003452;3,452;
17,3736476;675;;0,0001392;1,392;
16,6344833;676;;-0,7391643;-7391,643;
17,3746471;677;;0,7401638;7401,638;
17,3763141;678;;0,001667;16,67;
17,3773765;679;;0,0010624;10,624;
17,3783988;680;;0,0010223;10,223;
17,3782386;681;;-0,0001602;-1,602;
17,3778781;682;;-0,0003605;-3,605;
17,3776454;683;;-0,0002327;-2,327;
17,3775863;684;;-5,91E-05;-0,591;
17,3777256;685;;0,0001393;1,393;
17,3775901;686;;-0,0001355;-1,355;
17,3780784;687;;0,0004883;4,883;
17,378025;688;;-5,34E-05;-0,534;
17,3778572;689;;-0,0001678;-1,678;
17,377777;690;;-8,02E-05;-0,802;
17,3784847;691;;0,0007077;7,077;
17,3786277;692;;0,000143;1,43;
17,3787727;693;;0,000145;1,45;
17,378622;694;;-0,0001507;-1,507;
17,3787288;695;;0,0001068;1,068;
17,378376;696;;-0,0003528;-3,528;
17,37858;697;;0,000204;2,04;
17,378849;698;;0,000269;2,69;
17,3790512;699;;0,0002022;2,022;
17,3795642;700;;0,000513;5,13;
17,3798351;701;;0,0002709;2,709;
17,3798675;702;;3,24E-05;0,324;
17,3796234;703;;-0,0002441;-2,441;
17,3800678;704;;0,0004444;4,444;
17,3803882;705;;0,0003204;3,204;
17,3805503;706;;0,0001621;1,621;
17,3808727;707;;0,0003224;3,224;
17,3807258;708;;-0,0001469;-1,469;
17,3810329;709;;0,0003071;3,071;
17,3811969;710;;0,000164;1,64;
17,3812923;711;;9,54E-05;0,954;
17,3813686;712;;7,63E-05;0,763;
17,3813953;713;;2,67E-05;0,267;
17,3818798;714;;0,0004845;4,845;
17,3821792;715;;0,0002994;2,994;
17,3816184;716;;-0,0005608;-5,608;
17,3825283;717;;0,0009099;9,099;
17,3825759;718;;4,76E-05;0,476;
17,383152;719;;0,0005761;5,761;
17,3828372;720;;-0,0003148;-3,148;
17,3828487;721;;1,15E-05;0,115;
17,3835182;722;;0,0006695;6,695;
17,3839244;723;;0,0004062;4,062;
17,3844738;724;;0,0005494;5,494;
17,3845806;725;;0,0001068;1,068;
17,384592;726;;1,14E-05;0,114;
17,3852005;727;;0,0006085;6,085;
17,3846397;728;;-0,0005608;-5,608;
17,3848075;729;;0,0001678;1,678;
17,3850269;730;;0,0002194;2,194;
17,3852081;731;;0,0001812;1,812;
17,384983;732;;-0,0002251;-2,251;
17,3854923;733;;0,0005093;5,093;
17,3853874;734;;-0,0001049;-1,049;
17,3860855;735;;0,0006981;6,981;
17,3867473;736;;0,0006618;6,618;
17,3870372;737;;0,0002899;2,899;
17,3860378;738;;-0,0009994;-9,994;
17,3857002;739;;-0,0003376;-3,376;
17,3866405;740;;0,0009403;9,403;
17,3877315;741;;0,001091;10,91;
17,3873023;742;;-0,0004292;-4,292;
17,3873977;743;;9,54E-05;0,954;
17,3872814;744;;-0,0001163;-1,163;
17,3877086;745;;0,0004272;4,272;
17,3875617;746;;-0,0001469;-1,469;
17,387804;747;;0,0002423;2,423;
17,3879318;748;;0,0001278;1,278;
17,3885345;749;;0,0006027;6,027;
17,3888893;750;;0,0003548;3,548;
17,3889865;751;;9,72E-05;0,972;
17,3894901;752;;0,0005036;5,036;
17,3897209;753;;0,0002308;2,308;
17,3895015;754;;-0,0002194;-2,194;
17,3899936;755;;0,0004921;4,921;
17,3907623;756;;0,0007687;7,687;
17,3906688;757;;-9,35E-05;-0,935;
17,3900146;758;;-0,0006542;-6,542;
17,3902511;759;;0,0002365;2,365;
17,3903503;760;;9,92E-05;0,992;
17,3912296;761;;0,0008793;8,793;
17,3915328;762;;0,0003032;3,032;
17,3910884;763;;-0,0004444;-4,444;
17,3908767;764;;-0,0002117;-2,117;
17,3914127;765;;0,000536;5,36;
17,3914279;766;;1,52E-05;0,152;
17,3915653;767;;0,0001374;1,374;
17,3918037;768;;0,0002384;2,384;
17,3923912;769;;0,0005875;5,875;
17,3920078;770;;-0,0003834;-3,834;
17,392929;771;;0,0009212;9,212;
17,3928527;772;;-7,63E-05;-0,763;
17,3933315;773;;0,0004788;4,788;
17,3924217;774;;-0,0009098;-9,098;
17,3929328;775;;0,0005111;5,111;
17,3938503;776;;0,0009175;9,175;
17,3934478;777;;-0,0004025;-4,025;
17,3936862;778;;0,0002384;2,384;
17,3941249;779;;0,0004387;4,387;
17,3941631;780;;3,82E-05;0,382;
17,3941917;781;;2,86E-05;0,286;
17,3945503;782;;0,0003586;3,586;
17,3939933;783;;-0,000557;-5,57;
17,3951835;784;;0,0011902;11,902;
17,3950595;785;;-0,000124;-1,24;
17,3955192;786;;0,0004597;4,597;
17,3954353;787;;-8,39E-05;-0,839;
17,3948822;788;;-0,0005531;-5,531;
17,3953762;789;;0,000494;4,94;
17,3959465;790;;0,0005703;5,703;
17,396286;791;;0,0003395;3,395;
17,3961544;792;;-0,0001316;-1,316;
17,3961486;793;;-5,80E-06;-0,058;
17,3964653;794;;0,0003167;3,167;
17,3964366;795;;-2,87E-05;-0,287;
17,39678;796;;0,0003434;3,434;
17,3970184;797;;0,0002384;2,384;
17,3969917;798;;-2,67E-05;-0,267;
17,3975486;799;;0,0005569;5,569;
17,3978061;800;;0,0002575;2,575;
17,3980045;801;;0,0001984;1,984;
17,3980064;802;;1,90E-06;0,019;
17,3982467;803;;0,0002403;2,403;
17,3983345;804;;8,78E-05;0,878;
17,3982677;805;;-6,68E-05;-0,668;
17,3984699;806;;0,0002022;2,022;
17,3987789;807;;0,000309;3,09;
17,3988838;808;;0,0001049;1,049;
17,39925;809;;0,0003662;3,662;
17,3991699;810;;-8,01E-05;-0,801;
17,3996219;811;;0,000452;4,52;
17,3992671;812;;-0,0003548;-3,548;
17,3996067;813;;0,0003396;3,396;
17,3998775;814;;0,0002708;2,708;
17,4002494;815;;0,0003719;3,719;
17,4002246;816;;-2,48E-05;-0,248;
17,4005126;817;;0,000288;2,88;
17,4005451;818;;3,25E-05;0,325;
17,4010066;819;;0,0004615;4,615;
17,4014129;820;;0,0004063;4,063;
17,4009246;821;;-0,0004883;-4,883;
17,4010181;822;;9,35E-05;0,935;
17,4015407;823;;0,0005226;5,226;
17,4021987;824;;0,000658;6,58;
17,4021911;825;;-7,60E-06;-0,076;
17,4023017;826;;0,0001106;1,106;
17,4020996;827;;-0,0002021;-2,021;
17,4020652;828;;-3,44E-05;-0,344;
17,4025592;829;;0,000494;4,94;
17,4025363;830;;-2,29E-05;-0,229;
17,4025516;831;;1,53E-05;0,153;
17,4027328;832;;0,0001812;1,812;
17,402832;833;;9,92E-05;0,992;
17,4034633;834;;0,0006313;6,313;
17,4028205;835;;-0,0006428;-6,428;
17,4033432;836;;0,0005227;5,227;
17,4041061;837;;0,0007629;7,629;
17,4040756;838;;-3,05E-05;-0,305;
17,4041099;839;;3,43E-05;0,343;
17,4041271;840;;1,72E-05;0,172;
17,404684;841;;0,0005569;5,569;
17,4042682;842;;-0,0004158;-4,158;
17,4046001;843;;0,0003319;3,319;
17,4043865;844;;-0,0002136;-2,136;
17,4053134;845;;0,0009269;9,269;
17,4053153;846;;1,90E-06;0,019;
17,4053401;847;;2,48E-05;0,248;
17,4054298;848;;8,97E-05;0,897;
17,4054565;849;;2,67E-05;0,267;
17,4055957;850;;0,0001392;1,392;
17,4056167;851;;2,10E-05;0,21;
17,4064502;852;;0,0008335;8,335;
17,4067878;853;;0,0003376;3,376;
17,4071941;854;;0,0004063;4,063;
17,4073562;855;;0,0001621;1,621;
17,4071102;856;;-0,000246;-2,46;
17,4076519;857;;0,0005417;5,417;
17,4076786;858;;2,67E-05;0,267;
17,407669;859;;-9,60E-06;-0,096;
17,4072914;860;;-0,0003776;-3,776;
17,4072437;861;;-4,77E-05;-0,477;
17,4082832;862;;0,0010395;10,395;
17,4082221;863;;-6,11E-05;-0,611;
17,408472;864;;0,0002499;2,499;
17,4082183;865;;-0,0002537;-2,537;
17,4084262;866;;0,0002079;2,079;
17,4090423;867;;0,0006161;6,161;
17,4090538;868;;1,15E-05;0,115;
17,4092178;869;;0,000164;1,64;
17,4092197;870;;1,90E-06;0,019;
17,409151;871;;-6,87E-05;-0,687;
17,4097919;872;;0,0006409;6,409;
17,4099941;873;;0,0002022;2,022;
17,4097251;874;;-0,000269;-2,69;
17,4101676;875;;0,0004425;4,425;
17,4102592;876;;9,16E-05;0,916;
17,410408;877;;0,0001488;1,488;
17,4106254;878;;0,0002174;2,174;
17,4105434;879;;-8,20E-05;-0,82;
17,4111747;880;;0,0006313;6,313;
17,4110527;881;;-0,000122;-1,22;
17,4109382;882;;-0,0001145;-1,145;
17,4109687;883;;3,05E-05;0,305;
17,4115295;884;;0,0005608;5,608;
17,4115619;885;;3,24E-05;0,324;
17,4114303;886;;-0,0001316;-1,316;
17,4117107;887;;0,0002804;2,804;
17,4119148;888;;0,0002041;2,041;
17,4119586;889;;4,38E-05;0,438;
17,4117908;890;;-0,0001678;-1,678;
17,4121589;891;;0,0003681;3,681;
17,4126091;892;;0,0004502;4,502;
17,4124679;893;;-0,0001412;-1,412;
17,4126472;894;;0,0001793;1,793;
17,4127388;895;;9,16E-05;0,916;
17,4135036;896;;0,0007648;7,648;
17,413536;897;;3,24E-05;0,324;
17,4131088;898;;-0,0004272;-4,272;
17,4134941;899;;0,0003853;3,853;
17,4137401;900;;0,000246;2,46;
17,4136466;901;;-9,35E-05;-0,935;
17,414009;902;;0,0003624;3,624;
17,4142265;903;;0,0002175;2,175;
17,4139862;904;;-0,0002403;-2,403;
17,4144458;905;;0,0004596;4,596;
17,4148063;906;;0,0003605;3,605;
17,4147853;907;;-2,10E-05;-0,21;
17,4148349;908;;4,96E-05;0,496;
17,4154453;909;;0,0006104;6,104;
17,4155368;910;;9,15E-05;0,915;
17,4158306;911;;0,0002938;2,938;
17,4162368;912;;0,0004062;4,062;
17,4161777;913;;-5,91E-05;-0,591;
17,416378;914;;0,0002003;2,003;
17,416233;915;;-0,000145;-1,45;
17,4158439;916;;-0,0003891;-3,891;
17,4160194;917;;0,0001755;1,755;
17,4164867;918;;0,0004673;4,673;
17,4163589;919;;-0,0001278;-1,278;
17,4163188;920;;-4,01E-05;-0,401;
17,4175453;921;;0,0012265;12,265;
17,4178199;922;;0,0002746;2,746;
17,417675;923;;-0,0001449;-1,449;
17,4174652;924;;-0,0002098;-2,098;
17,417427;925;;-3,82E-05;-0,382;
17,4177856;926;;0,0003586;3,586;
17,418312;927;;0,0005264;5,264;
17,4187812;928;;0,0004692;4,692;
17,4181003;929;;-0,0006809;-6,809;
17,4181098;930;;9,50E-06;0,095;
17,4176502;931;;-0,0004596;-4,596;
17,4181098;932;;0,0004596;4,596;
17,4181728;933;;6,30E-05;0,63;
17,4193859;934;;0,0012131;12,131;
17,419178;935;;-0,0002079;-2,079;
17,4194545;936;;0,0002765;2,765;
17,4198036;937;;0,0003491;3,491;
17,4195404;938;;-0,0002632;-2,632;
17,4198379;939;;0,0002975;2,975;
17,4200839;940;;0,000246;2,46;
17,4201393;941;;5,54E-05;0,554;
17,4199695;942;;-0,0001698;-1,698;
17,4203128;943;;0,0003433;3,433;
17,4205646;944;;0,0002518;2,518;
17,4208431;945;;0,0002785;2,785;
17,4202861;946;;-0,000557;-5,57;
17,4203891;947;;0,000103;1,03;
17,4209384;948;;0,0005493;5,493;
17,4211254;949;;0,000187;1,87;
17,4211044;950;;-2,10E-05;-0,21;
17,4213447;951;;0,0002403;2,403;
17,4214534;952;;0,0001087;1,087;
17,4216518;953;;0,0001984;1,984;
17,4213695;954;;-0,0002823;-2,823;
17,421688;955;;0,0003185;3,185;
17,4220371;956;;0,0003491;3,491;
17,4223804;957;;0,0003433;3,433;
17,4218902;958;;-0,0004902;-4,902;
17,4218273;959;;-6,29E-05;-0,629;
17,4229831;960;;0,0011558;11,558;
17,4234886;961;;0,0005055;5,055;
17,3947086;962;;-0,02878;-287,8;
17,4249744;963;;0,0302658;302,658;
17,4260902;964;;0,0011158;11,158;
17,4273738;965;;0,0012836;12,836;
17,4282169;966;;0,0008431;8,431;
17,4288311;967;;0,0006142;6,142;
17,4301013;968;;0,0012702;12,702;
17,4309139;969;;0,0008126;8,126;
17,432064;970;;0,0011501;11,501;
17,4330406;971;;0,0009766;9,766;
17,4338283;972;;0,0007877;7,877;
17,4336261;973;;-0,0002022;-2,022;
17,4341926;974;;0,0005665;5,665;
17,4354438;975;;0,0012512;12,512;
17,4367027;976;;0,0012589;12,589;
17,4374542;977;;0,0007515;7,515;
17,4378395;978;;0,0003853;3,853;
17,4386978;979;;0,0008583;8,583;
17,4391765;980;;0,0004787;4,787;
17,4402313;981;;0,0010548;10,548;
17,4410095;982;;0,0007782;7,782;
17,4413795;983;;0,00037;3,7;
17,4423522;984;;0,0009727;9,727;
17,4435348;985;;0,0011826;11,826;
17,4442634;986;;0,0007286;7,286;
17,4449558;987;;0,0006924;6,924;
17,4456729;988;;0,0007171;7,171;
17,4463386;989;;0,0006657;6,657;
17,4465522;990;;0,0002136;2,136;
17,4477386;991;;0,0011864;11,864;
17,4484405;992;;0,0007019;7,019;
17,4495601;993;;0,0011196;11,196;
17,4505424;994;;0,0009823;9,823;
17,4513092;995;;0,0007668;7,668;
17,4510459;996;;-0,0002633;-2,633;
17,4523029;997;;0,001257;12,57;
17,4539451;998;;0,0016422;16,422;
17,4545841;999;;0,000639;6,39;
17,4543075;1000;;-0,0002766;-2,766;
17,4550628;1001;;0,0007553;7,553;
17,4563503;1002;;0,0012875;12,875;
17,4568233;1003;;0,000473;4,73;
17,4584007;1004;;0,0015774;15,774;
17,4588317;1005;;0,000431;4,31;
17,4595813;1006;;0,0007496;7,496;
17,4599514;1007;;0,0003701;3,701;
17,4613132;1008;;0,0013618;13,618;
17,4626216;1009;;0,0013084;13,084;
17,4626178;1010;;-3,80E-06;-0,038;
17,4626979;1011;;8,01E-05;0,801;
17,4635066;1012;;0,0008087;8,087;
17,464569;1013;;0,0010624;10,624;
17,4654808;1014;;0,0009118;9,118;
17,4663963;1015;;0,0009155;9,155;
17,4666233;1016;;0,000227;2,27;
17,46776;1017;;0,0011367;11,367;
17,4681797;1018;;0,0004197;4,197;
17,4691867;1019;;0,001007;10,07;
17,4701309;1020;;0,0009442;9,442;
17,4706382;1021;;0,0005073;5,073;
17,4728469;1022;;0,0022087;22,087;
17,4729022;1023;;5,53E-05;0,553;
17,4730644;1024;;0,0001622;1,622;
17,4738216;1025;;0,0007572;7,572;
17,4747009;1026;;0,0008793;8,793;
17,4753303;1027;;0,0006294;6,294;
17,4761714;1028;;0,0008411;8,411;
17,4771614;1029;;0,00099;9,9;
17,4773082;1030;;0,0001468;1,468;
17,4784812;1031;;0,001173;11,73;
17,4793357;1032;;0,0008545;8,545;
17,4799938;1033;;0,0006581;6,581;
17,4806327;1034;;0,0006389;6,389;
17,481472;1035;;0,0008393;8,393;
17,4825153;1036;;0,0010433;10,433;
17,4834384;1037;;0,0009231;9,231;
17,4840278;1038;;0,0005894;5,894;
17,4844589;1039;;0,0004311;4,311;
17,485754;1040;;0,0012951;12,951;
17,4863185;1041;;0,0005645;5,645;
17,4868526;1042;;0,0005341;5,341;
17,4877357;1043;;0,0008831;8,831;
17,4882946;1044;;0,0005589;5,589;
17,4888057;1045;;0,0005111;5,111;
17,4892711;1046;;0,0004654;4,654;
17,4903964;1047;;0,0011253;11,253;
17,4910793;1048;;0,0006829;6,829;
17,4917964;1049;;0,0007171;7,171;
17,492176;1050;;0,0003796;3,796;
17,4934673;1051;;0,0012913;12,913;
17,4937953;1052;;0,000328;3,28;
17,4943714;1053;;0,0005761;5,761;
17,4955215;1054;;0,0011501;11,501;
17,4963569;1055;;0,0008354;8,354;
17,4971313;1056;;0,0007744;7,744;
17,497837;1057;;0,0007057;7,057;
17,498764;1058;;0,000927;9,27;
17,4989929;1059;;0,0002289;2,289;
17,4996128;1060;;0,0006199;6,199;
17,5011844;1061;;0,0015716;15,716;
17,5016975;1062;;0,0005131;5,131;
17,5021896;1063;;0,0004921;4,921;
17,5032424;1064;;0,0010528;10,528;
17,5043869;1065;;0,0011445;11,445;
17,5050697;1066;;0,0006828;6,828;
17,5056705;1067;;0,0006008;6,008;
17,5064048;1068;;0,0007343;7,343;
17,5068607;1069;;0,0004559;4,559;
17,5075531;1070;;0,0006924;6,924;
17,5088119;1071;;0,0012588;12,588;
17,5095443;1072;;0,0007324;7,324;
17,5102195;1073;;0,0006752;6,752;
17,5109176;1074;;0,0006981;6,981;
17,5117511;1075;;0,0008335;8,335;
17,5127944;1076;;0,0010433;10,433;
17,5132637;1077;;0,0004693;4,693;
17,5141792;1078;;0,0009155;9,155;
17,5150356;1079;;0,0008564;8,564;
17,5157718;1080;;0,0007362;7,362;
17,516056;1081;;0,0002842;2,842;
17,5170879;1082;;0,0010319;10,319;
17,5178203;1083;;0,0007324;7,324;
17,5191535;1084;;0,0013332;13,332;
17,5194339;1085;;0,0002804;2,804;
17,5198688;1086;;0,0004349;4,349;
17,520647;1087;;0,0007782;7,782;
17,5218334;1088;;0,0011864;11,864;
17,5227966;1089;;0,0009632;9,632;
17,5229301;1090;;0,0001335;1,335;
17,5240859;1091;;0,0011558;11,558;
17,5247898;1092;;0,0007039;7,039;
17,5250396;1093;;0,0002498;2,498;
17,5253677;1094;;0,0003281;3,281;
17,5264186;1095;;0,0010509;10,509;
17,5276947;1096;;0,0012761;12,761;
17,5283679;1097;;0,0006732;6,732;
17,5293502;1098;;0,0009823;9,823;
17,5294017;1099;;5,15E-05;0,515;
17,5305061;1100;;0,0011044;11,044;
17,5314579;1101;;0,0009518;9,518;
17,531826;1102;;0,0003681;3,681;
17,5325088;1103;;0,0006828;6,828;
17,5332317;1104;;0,0007229;7,229;
17,533596;1105;;0,0003643;3,643;
17,5351467;1106;;0,0015507;15,507;
17,53553;1107;;0,0003833;3,833;
17,5359344;1108;;0,0004044;4,044;
17,5363941;1109;;0,0004597;4,597;
17,5377483;1110;;0,0013542;13,542;
17,5382919;1111;;0,0005436;5,436;
17,5391426;1112;;0,0008507;8,507;
17,5394954;1113;;0,0003528;3,528;
17,5404262;1114;;0,0009308;9,308;
17,54113;1115;;0,0007038;7,038;
17,5415935;1116;;0,0004635;4,635;
17,5419654;1117;;0,0003719;3,719;
17,5425586;1118;;0,0005932;5,932;
17,5435733;1119;;0,0010147;10,147;
17,5444107;1120;;0,0008374;8,374;
17,5451908;1121;;0,0007801;7,801;
17,5456905;1122;;0,0004997;4,997;
17,546833;1123;;0,0011425;11,425;
17,547285;1124;;0,000452;4,52;
17,5484905;1125;;0,0012055;12,055;
17,5487766;1126;;0,0002861;2,861;
17,549303;1127;;0,0005264;5,264;
17,5498695;1128;;0,0005665;5,665;
17,5504932;1129;;0,0006237;6,237;
17,5515422;1130;;0,001049;10,49;
17,5524559;1131;;0,0009137;9,137;
17,5525703;1132;;0,0001144;1,144;
17,553337;1133;;0,0007667;7,667;
17,5542888;1134;;0,0009518;9,518;
17,5544204;1135;;0,0001316;1,316;
17,5554122;1136;;0,0009918;9,918;
17,5564537;1137;;0,0010415;10,415;
17,5569572;1138;;0,0005035;5,035;
17,5575962;1139;;0,000639;6,39;
17,5580883;1140;;0,0004921;4,921;
17,558876;1141;;0,0007877;7,877;
17,559864;1142;;0,000988;9,88;
17,5608501;1143;;0,0009861;9,861;
17,5614452;1144;;0,0005951;5,951;
17,5626544;1145;;0,0012092;12,092;
17,5624675;1146;;-0,0001869;-1,869;
17,5632972;1147;;0,0008297;8,297;
17,5639457;1148;;0,0006485;6,485;
17,5646228;1149;;0,0006771;6,771;
17,5651054;1150;;0,0004826;4,826;
17,5660171;1151;;0,0009117;9,117;
17,5664539;1152;;0,0004368;4,368;
17,5673046;1153;;0,0008507;8,507;
17,5682888;1154;;0,0009842;9,842;
17,5692234;1155;;0,0009346;9,346;
17,5699119;1156;;0,0006885;6,885;
17,5709495;1157;;0,0010376;10,376;
17,5711154;1158;;0,0001659;1,659;
17,5713291;1159;;0,0002137;2,137;
17,5722732;1160;;0,0009441;9,441;
17,5732059;1161;;0,0009327;9,327;
17,5739135;1162;;0,0007076;7,076;
17,5744934;1163;;0,0005799;5,799;
17,5752468;1164;;0,0007534;7,534;
17,5757865;1165;;0,0005397;5,397;
17,576456;1166;;0,0006695;6,695;
17,5771942;1167;;0,0007382;7,382;
17,5776844;1168;;0,0004902;4,902;
17,5782604;1169;;0,000576;5,76;
17,579195;1170;;0,0009346;9,346;
17,5798187;1171;;0,0006237;6,237;
17,5802803;1172;;0,0004616;4,616;
17,5813159;1173;;0,0010356;10,356;
17,5819969;1174;;0,000681;6,81;
17,5825843;1175;;0,0005874;5,874;
17,5832424;1176;;0,0006581;6,581;
17,5838031;1177;;0,0005607;5,607;
17,5848751;1178;;0,001072;10,72;
17,5853271;1179;;0,000452;4,52;
17,5861282;1180;;0,0008011;8,011;
17,5866489;1181;;0,0005207;5,207;
17,5879383;1182;;0,0012894;12,894;
17,5884647;1183;;0,0005264;5,264;
17,5884017;1184;;-6,30E-05;-0,63;
17,5887641;1185;;0,0003624;3,624;
17,5895271;1186;;0,000763;7,63;
17,5902061;1187;;0,000679;6,79;
17,5913372;1188;;0,0011311;11,311;
17,5917835;1189;;0,0004463;4,463;
17,5927581;1190;;0,0009746;9,746;
17,5932216;1191;;0,0004635;4,635;
17,5942058;1192;;0,0009842;9,842;
17,5950298;1193;;0,000824;8,24;
17,5956707;1194;;0,0006409;6,409;
17,5965099;1195;;0,0008392;8,392;
17,5975608;1196;;0,0010509;10,509;
17,597187;1197;;-0,0003738;-3,738;
17,5981502;1198;;0,0009632;9,632;
17,5987815;1199;;0,0006313;6,313;
17,5996265;1200;;0,000845;8,45;
17,6000232;1201;;0,0003967;3,967;
17,6008014;1202;;0,0007782;7,782;
17,6014118;1203;;0,0006104;6,104;
17,6019039;1204;;0,0004921;4,921;
17,6029739;1205;;0,00107;10,7;
17,6034126;1206;;0,0004387;4,387;
17,6040802;1207;;0,0006676;6,676;
17,6045169;1208;;0,0004367;4,367;
17,6052875;1209;;0,0007706;7,706;
17,6056556;1210;;0,0003681;3,681;
17,6072444;1211;;0,0015888;15,888;
17,6079368;1212;;0,0006924;6,924;
17,6079177;1213;;-1,91E-05;-0,191;
17,6084403;1214;;0,0005226;5,226;
17,609167;1215;;0,0007267;7,267;
17,6099491;1216;;0,0007821;7,821;
17,610815;1217;;0,0008659;8,659;
17,611576;1218;;0,000761;7,61;
17,6122817;1219;;0,0007057;7,057;
17,6132202;1220;;0,0009385;9,385;
17,6127738;1221;;-0,0004464;-4,464;
17,6136093;1222;;0,0008355;8,355;
17,6145;1223;;0,0008907;8,907;
17,614849;1224;;0,000349;3,49;
17,615591;1225;;0,000742;7,42;
17,6169147;1226;;0,0013237;13,237;
17,6177711;1227;;0,0008564;8,564;
17,6185035;1228;;0,0007324;7,324;
17,6190376;1229;;0,0005341;5,341;
17,6192951;1230;;0,0002575;2,575;
17,6199226;1231;;0,0006275;6,275;
17,6204853;1232;;0,0005627;5,627;
17,6211757;1233;;0,0006904;6,904;
17,6215057;1234;;0,00033;3,3;
17,6220874;1235;;0,0005817;5,817;
17,6229;1236;;0,0008126;8,126;
17,6236858;1237;;0,0007858;7,858;
17,6243991;1238;;0,0007133;7,133;
17,6254482;1239;;0,0010491;10,491;
17,6257152;1240;;0,000267;2,67;
17,6265144;1241;;0,0007992;7,992;
17,6273097;1242;;0,0007953;7,953;
17,62817;1243;;0,0008603;8,603;
17,6282234;1244;;5,34E-05;0,534;
17,6290645;1245;;0,0008411;8,411;
17,6297073;1246;;0,0006428;6,428;
17,6303348;1247;;0,0006275;6,275;
17,6312026;1248;;0,0008678;8,678;
17,6316223;1249;;0,0004197;4,197;
17,6328277;1250;;0,0012054;12,054;
17,6330127;1251;;0,000185;1,85;
17,633522;1252;;0,0005093;5,093;
17,6344051;1253;;0,0008831;8,831;
17,635292;1254;;0,0008869;8,869;
17,635786;1255;;0,000494;4,94;
17,6361827;1256;;0,0003967;3,967;
17,637186;1257;;0,0010033;10,033;
17,6381702;1258;;0,0009842;9,842;
17,6386795;1259;;0,0005093;5,093;
17,6388759;1260;;0,0001964;1,964;
17,6395874;1261;;0,0007115;7,115;
17,6406135;1262;;0,0010261;10,261;
17,6410961;1263;;0,0004826;4,826;
17,6417522;1264;;0,0006561;6,561;
17,6421146;1265;;0,0003624;3,624;
17,643114;1266;;0,0009994;9,994;
17,643486;1267;;0,000372;3,72;
17,6445426;1268;;0,0010566;10,566;
17,6449222;1269;;0,0003796;3,796;
17,6452159;1270;;0,0002937;2,937;
17,6459388;1271;;0,0007229;7,229;
17,646677;1272;;0,0007382;7,382;
17,6473884;1273;;0,0007114;7,114;
17,6477832;1274;;0,0003948;3,948;
17,6484165;1275;;0,0006333;6,333;
17,6490955;1276;;0,000679;6,79;
17,6495742;1277;;0,0004787;4,787;
17,6503238;1278;;0,0007496;7,496;
17,6515407;1279;;0,0012169;12,169;
17,6517982;1280;;0,0002575;2,575;
17,6529846;1281;;0,0011864;11,864;
17,6533184;1282;;0,0003338;3,338;
17,6538505;1283;;0,0005321;5,321;
17,6547908;1284;;0,0009403;9,403;
17,6549663;1285;;0,0001755;1,755;
17,6560802;1286;;0,0011139;11,139;
17,656454;1287;;0,0003738;3,738;
17,6569709;1288;;0,0005169;5,169;
17,6576824;1289;;0,0007115;7,115;
17,6584186;1290;;0,0007362;7,362;
17,6580257;1291;;-0,0003929;-3,929;
17,6593799;1292;;0,0013542;13,542;
17,6598415;1293;;0,0004616;4,616;
17,6604022;1294;;0,0005607;5,607;
17,6609096;1295;;0,0005074;5,074;
17,6616725;1296;;0,0007629;7,629;
17,6629085;1297;;0,001236;12,36;
17,6631355;1298;;0,000227;2,27;
17,6637592;1299;;0,0006237;6,237;
17,6643371;1300;;0,0005779;5,779;
17,6654987;1301;;0,0011616;11,616;
17,6667251;1302;;0,0012264;12,264;
17,6669387;1303;;0,0002136;2,136;
